"band;""bandname"""
"http://dbpedia.org/resource/Methods_of_Mayhem;""Methods of Mayhem"""
"http://dbpedia.org/resource/T.A.T.u.;""T.A.T.u."""
"http://dbpedia.org/resource/The_Shaggs;""The Shaggs"""
"http://dbpedia.org/resource/Heidevolk;""Heidevolk"""
"http://dbpedia.org/resource/LoveLikeFire;""LoveLikeFire"""
"http://dbpedia.org/resource/OK_Go;""OK Go"""
"http://dbpedia.org/resource/Okean_Elzy;""Okean Elzy"""
"http://dbpedia.org/resource/Seventh_Day_Slumber;""Seventh Day Slumber"""
"http://dbpedia.org/resource/The_Toys;""The Toys"""
"http://dbpedia.org/resource/Juke_Kartel;""Juke Kartel"""
"http://dbpedia.org/resource/Gotthard_(band);""Gotthard (band)"""
"http://dbpedia.org/resource/The_Menzingers;""The Menzingers"""
"http://dbpedia.org/resource/Millionaire_(band);""Millionaire (band)"""
"http://dbpedia.org/resource/Texas_Lightning;""Texas Lightning"""
"http://dbpedia.org/resource/Starz_(band);""Starz (band)"""
"http://dbpedia.org/resource/Pierce_the_Veil;""Pierce the Veil"""
"http://dbpedia.org/resource/Angel_&_Khriz;""Angel & Khriz"""
"http://dbpedia.org/resource/Junip;""Junip"""
"http://dbpedia.org/resource/Jamie's_Elsewhere;""Jamie's Elsewhere"""
"http://dbpedia.org/resource/Laki_Mera;""Laki Mera"""
"http://dbpedia.org/resource/Moufette;""Moufette"""
"http://dbpedia.org/resource/The_Ettes;""The Ettes"""
"http://dbpedia.org/resource/The_Ghost_Inside_(band);""The Ghost Inside (band)"""
"http://dbpedia.org/resource/Trash_Talk_(band);""Trash Talk (band)"""
"http://dbpedia.org/resource/The_Murdocks;""The Murdocks"""
"http://dbpedia.org/resource/Hanoi_Rocks;""Hanoi Rocks"""
"http://dbpedia.org/resource/James_McMurtry;""James McMurtry"""
"http://dbpedia.org/resource/Schiller_(band);""Schiller (band)"""
"http://dbpedia.org/resource/Sigh_(band);""Sigh (band)"""
"http://dbpedia.org/resource/Zeromancer;""Zeromancer"""
"http://dbpedia.org/resource/Detroit_Grand_Pubahs;""Detroit Grand Pubahs"""
"http://dbpedia.org/resource/Kontraritam;""Kontraritam"""
"http://dbpedia.org/resource/Iron_Cross_(band);""Iron Cross (band)"""
"http://dbpedia.org/resource/Cephalic_Carnage;""Cephalic Carnage"""
"http://dbpedia.org/resource/Mujeres_Encinta;""Mujeres Encinta"""
"http://dbpedia.org/resource/Abaddon_Incarnate;""Abaddon Incarnate"""
"http://dbpedia.org/resource/Litfiba;""Litfiba"""
"http://dbpedia.org/resource/While_Heaven_Wept;""While Heaven Wept"""
"http://dbpedia.org/resource/A_Plea_for_Purging;""A Plea for Purging"""
"http://dbpedia.org/resource/Black_Mountain_(band);""Black Mountain (band)"""
"http://dbpedia.org/resource/Chase_&_Status;""Chase & Status"""
"http://dbpedia.org/resource/The_Higgins;""The Higgins"""
"http://dbpedia.org/resource/High_Valley;""High Valley"""
"http://dbpedia.org/resource/N-Dubz;""N-Dubz"""
"http://dbpedia.org/resource/Darwin_Deez;""Darwin Deez"""
"http://dbpedia.org/resource/Ladies_of_the_Canyon_(band);""Ladies of the Canyon (band)"""
"http://dbpedia.org/resource/Lunatic_Soul;""Lunatic Soul"""
"http://dbpedia.org/resource/Veliki_Prezir;""Veliki Prezir"""
"http://dbpedia.org/resource/Whitey_Morgan_and_the_78's;""Whitey Morgan and the 78's"""
"http://dbpedia.org/resource/Valencia_(band);""Valencia (band)"""
"http://dbpedia.org/resource/Samael_(band);""Samael (band)"""
"http://dbpedia.org/resource/Siegfried_&_Roy;""Siegfried & Roy"""
"http://dbpedia.org/resource/Wilson_Phillips;""Wilson Phillips"""
"http://dbpedia.org/resource/Daysend;""Daysend"""
"http://dbpedia.org/resource/4Minute;""4Minute"""
"http://dbpedia.org/resource/Dogs_(British_band);""Dogs (British band)"""
"http://dbpedia.org/resource/Metsatöll;""Metsatöll"""
"http://dbpedia.org/resource/Hardcore_Superstar;""Hardcore Superstar"""
"http://dbpedia.org/resource/The_Exponents;""The Exponents"""
"http://dbpedia.org/resource/Cake_(band);""Cake (band)"""
"http://dbpedia.org/resource/Lunachicks;""Lunachicks"""
"http://dbpedia.org/resource/Land_of_Talk;""Land of Talk"""
"http://dbpedia.org/resource/Cobra_Skulls;""Cobra Skulls"""
"http://dbpedia.org/resource/Steel_Panther;""Steel Panther"""
"http://dbpedia.org/resource/Blind_Guardian;""Blind Guardian"""
"http://dbpedia.org/resource/Fur_Patrol;""Fur Patrol"""
"http://dbpedia.org/resource/The_Jones_Girls;""The Jones Girls"""
"http://dbpedia.org/resource/Crystal_Fighters;""Crystal Fighters"""
"http://dbpedia.org/resource/Tab_Two;""Tab Two"""
"http://dbpedia.org/resource/Say_Hi;""Say Hi"""
"http://dbpedia.org/resource/Burzum;""Burzum"""
"http://dbpedia.org/resource/Kid_Canaveral;""Kid Canaveral"""
"http://dbpedia.org/resource/Blazin'_Squad;""Blazin' Squad"""
"http://dbpedia.org/resource/Linkup;""Linkup"""
"http://dbpedia.org/resource/Philly's_Most_Wanted;""Philly's Most Wanted"""
"http://dbpedia.org/resource/Veronica_Falls;""Veronica Falls"""
"http://dbpedia.org/resource/T2_(band);""T2 (band)"""
"http://dbpedia.org/resource/King_África;""King África"""
"http://dbpedia.org/resource/Warrant_(American_band);""Warrant (American band)"""
"http://dbpedia.org/resource/Powderfinger;""Powderfinger"""
"http://dbpedia.org/resource/Sheila_on_7;""Sheila on 7"""
"http://dbpedia.org/resource/Bajaga_i_Instruktori;""Bajaga i Instruktori"""
"http://dbpedia.org/resource/Delinquent_Habits;""Delinquent Habits"""
"http://dbpedia.org/resource/Liberty_Lies;""Liberty Lies"""
"http://dbpedia.org/resource/Sad_Day_for_Puppets;""Sad Day for Puppets"""
"http://dbpedia.org/resource/Von_Hertzen_Brothers;""Von Hertzen Brothers"""
"http://dbpedia.org/resource/John_Handy;""John Handy"""
"http://dbpedia.org/resource/Mister_Heavenly;""Mister Heavenly"""
"http://dbpedia.org/resource/Television_(band);""Television (band)"""
"http://dbpedia.org/resource/Los_Abuelos_de_la_Nada;""Los Abuelos de la Nada"""
"http://dbpedia.org/resource/Veil_of_Maya;""Veil of Maya"""
"http://dbpedia.org/resource/Puya_(band);""Puya (band)"""
"http://dbpedia.org/resource/The_Dubliners;""The Dubliners"""
"http://dbpedia.org/resource/Rush_of_Fools;""Rush of Fools"""
"http://dbpedia.org/resource/Fiskales_Ad-Hok;""Fiskales Ad-Hok"""
"http://dbpedia.org/resource/Malón_(band);""Malón (band)"""
"http://dbpedia.org/resource/Talisman_(band);""Talisman (band)"""
"http://dbpedia.org/resource/Pillar_(band);""Pillar (band)"""
"http://dbpedia.org/resource/You_Me_at_Six;""You Me at Six"""
"http://dbpedia.org/resource/Little_Angels;""Little Angels"""
"http://dbpedia.org/resource/Mental_As_Anything;""Mental As Anything"""
"http://dbpedia.org/resource/Showbread_(band);""Showbread (band)"""
"http://dbpedia.org/resource/The_Gods_(band);""The Gods (band)"""
"http://dbpedia.org/resource/Gangway_(band);""Gangway (band)"""
"http://dbpedia.org/resource/Mythos_(band);""Mythos (band)"""
"http://dbpedia.org/resource/The_Time_(band);""The Time (band)"""
"http://dbpedia.org/resource/Blues_Image;""Blues Image"""
"http://dbpedia.org/resource/Reckless_Kelly_(band);""Reckless Kelly (band)"""
"http://dbpedia.org/resource/ZOEgirl;""ZOEgirl"""
"http://dbpedia.org/resource/Last_Autumn's_Dream;""Last Autumn's Dream"""
"http://dbpedia.org/resource/Tenacious_D;""Tenacious D"""
"http://dbpedia.org/resource/Cowboy_Junkies;""Cowboy Junkies"""
"http://dbpedia.org/resource/The_Slackers;""The Slackers"""
"http://dbpedia.org/resource/Dystopia_(band);""Dystopia (band)"""
"http://dbpedia.org/resource/Eisley;""Eisley"""
"http://dbpedia.org/resource/Hammerbox;""Hammerbox"""
"http://dbpedia.org/resource/Swamp_Zombies;""Swamp Zombies"""
"http://dbpedia.org/resource/Dungeon_(band);""Dungeon (band)"""
"http://dbpedia.org/resource/GRITS;""GRITS"""
"http://dbpedia.org/resource/Cueshé;""Cueshé"""
"http://dbpedia.org/resource/Garageland;""Garageland"""
"http://dbpedia.org/resource/Concord_Dawn;""Concord Dawn"""
"http://dbpedia.org/resource/F.Cuz;""F.Cuz"""
"http://dbpedia.org/resource/Textures_(band);""Textures (band)"""
"http://dbpedia.org/resource/Alestorm;""Alestorm"""
"http://dbpedia.org/resource/Burgerkill;""Burgerkill"""
"http://dbpedia.org/resource/A_Wilhelm_Scream;""A Wilhelm Scream"""
"http://dbpedia.org/resource/Breathe_Carolina;""Breathe Carolina"""
"http://dbpedia.org/resource/Ex_Pistols;""Ex Pistols"""
"http://dbpedia.org/resource/Saga_(band);""Saga (band)"""
"http://dbpedia.org/resource/The_Standells;""The Standells"""
"http://dbpedia.org/resource/Killing_the_Dream;""Killing the Dream"""
"http://dbpedia.org/resource/Damp_(Norwegian_band);""Damp (Norwegian band)"""
"http://dbpedia.org/resource/Madcon;""Madcon"""
"http://dbpedia.org/resource/Red_Lorry_Yellow_Lorry;""Red Lorry Yellow Lorry"""
"http://dbpedia.org/resource/The_Grass_Roots;""The Grass Roots"""
"http://dbpedia.org/resource/The_Static_Jacks;""The Static Jacks"""
"http://dbpedia.org/resource/Midnight_Oil;""Midnight Oil"""
"http://dbpedia.org/resource/Gun_(band);""Gun (band)"""
"http://dbpedia.org/resource/Squirrel_Nut_Zippers;""Squirrel Nut Zippers"""
"http://dbpedia.org/resource/Tygers_of_Pan_Tang;""Tygers of Pan Tang"""
"http://dbpedia.org/resource/Prozzäk;""Prozzäk"""
"http://dbpedia.org/resource/Einstürzende_Neubauten;""Einstürzende Neubauten"""
"http://dbpedia.org/resource/One_Man_Army_and_the_Undead_Quartet;""One Man Army and the Undead Quartet"""
"http://dbpedia.org/resource/Swan_Lake_(band);""Swan Lake (band)"""
"http://dbpedia.org/resource/Ratos_de_Porão;""Ratos de Porão"""
"http://dbpedia.org/resource/The_Gandharvas;""The Gandharvas"""
"http://dbpedia.org/resource/She_Wants_Revenge;""She Wants Revenge"""
"http://dbpedia.org/resource/The_Magic_Numbers;""The Magic Numbers"""
"http://dbpedia.org/resource/Death_by_Stereo;""Death by Stereo"""
"http://dbpedia.org/resource/Maksim_Mrvica;""Maksim Mrvica"""
"http://dbpedia.org/resource/Neurosis_(band);""Neurosis (band)"""
"http://dbpedia.org/resource/Ozomatli;""Ozomatli"""
"http://dbpedia.org/resource/Captain_Everything!;""Captain Everything!"""
"http://dbpedia.org/resource/Subsonica;""Subsonica"""
"http://dbpedia.org/resource/Quarterflash;""Quarterflash"""
"http://dbpedia.org/resource/Evil_Nine;""Evil Nine"""
"http://dbpedia.org/resource/Pink_Mountaintops;""Pink Mountaintops"""
"http://dbpedia.org/resource/Johan_(band);""Johan (band)"""
"http://dbpedia.org/resource/Leftfield;""Leftfield"""
"http://dbpedia.org/resource/The_Holloways;""The Holloways"""
"http://dbpedia.org/resource/Cord_(band);""Cord (band)"""
"http://dbpedia.org/resource/The_Psychedelic_Furs;""The Psychedelic Furs"""
"http://dbpedia.org/resource/Plone_(band);""Plone (band)"""
"http://dbpedia.org/resource/Brownstone_(group);""Brownstone (group)"""
"http://dbpedia.org/resource/Menomena;""Menomena"""
"http://dbpedia.org/resource/One_Voice_(band);""One Voice (band)"""
"http://dbpedia.org/resource/Secret_Square;""Secret Square"""
"http://dbpedia.org/resource/S.A._Smash;""S.A. Smash"""
"http://dbpedia.org/resource/Haiku_D'Etat;""Haiku D'Etat"""
"http://dbpedia.org/resource/Lisa_Lisa_and_Cult_Jam;""Lisa Lisa and Cult Jam"""
"http://dbpedia.org/resource/Able_Tasmans;""Able Tasmans"""
"http://dbpedia.org/resource/The_Golliwogs;""The Golliwogs"""
"http://dbpedia.org/resource/Air_Liquide_(band);""Air Liquide (band)"""
"http://dbpedia.org/resource/Men's_Recovery_Project;""Men's Recovery Project"""
"http://dbpedia.org/resource/Slumber_Party_Girls;""Slumber Party Girls"""
"http://dbpedia.org/resource/Destiny_(band);""Destiny (band)"""
"http://dbpedia.org/resource/Uncle_Slam;""Uncle Slam"""
"http://dbpedia.org/resource/Aberdeen_(band);""Aberdeen (band)"""
"http://dbpedia.org/resource/The_Fat_Boys;""The Fat Boys"""
"http://dbpedia.org/resource/Asia_(band);""Asia (band)"""
"http://dbpedia.org/resource/Chic_(band);""Chic (band)"""
"http://dbpedia.org/resource/Gemini_(Swedish_band);""Gemini (Swedish band)"""
"http://dbpedia.org/resource/The_Carpenters;""The Carpenters"""
"http://dbpedia.org/resource/The_Sight_Below;""The Sight Below"""
"http://dbpedia.org/resource/Wheat_Chiefs;""Wheat Chiefs"""
"http://dbpedia.org/resource/Ambitious_Lovers;""Ambitious Lovers"""
"http://dbpedia.org/resource/One_Direction;""One Direction"""
"http://dbpedia.org/resource/The_Beach_Boys;""The Beach Boys"""
"http://dbpedia.org/resource/Nightmare_(Japanese_band);""Nightmare (Japanese band)"""
"http://dbpedia.org/resource/OLD_(band);""OLD (band)"""
"http://dbpedia.org/resource/The_Jets_(Minnesota_band);""The Jets (Minnesota band)"""
"http://dbpedia.org/resource/The_Loved_Ones_(American_band);""The Loved Ones (American band)"""
"http://dbpedia.org/resource/Northlane;""Northlane"""
"http://dbpedia.org/resource/Rapids!;""Rapids!"""
"http://dbpedia.org/resource/Machines_of_Loving_Grace;""Machines of Loving Grace"""
"http://dbpedia.org/resource/Caravan_(band);""Caravan (band)"""
"http://dbpedia.org/resource/The_Legendary_Pink_Dots;""The Legendary Pink Dots"""
"http://dbpedia.org/resource/Brandon_Paris_Band;""Brandon Paris Band"""
"http://dbpedia.org/resource/Dance_Club_Massacre;""Dance Club Massacre"""
"http://dbpedia.org/resource/Budgie_(band);""Budgie (band)"""
"http://dbpedia.org/resource/The_Verve;""The Verve"""
"http://dbpedia.org/resource/Infected_Mushroom;""Infected Mushroom"""
"http://dbpedia.org/resource/Third_Eye_Blind;""Third Eye Blind"""
"http://dbpedia.org/resource/Tristania_(band);""Tristania (band)"""
"http://dbpedia.org/resource/Kamelot;""Kamelot"""
"http://dbpedia.org/resource/Strawbs;""Strawbs"""
"http://dbpedia.org/resource/A.R._Kane;""A.R. Kane"""
"http://dbpedia.org/resource/Goldfrapp;""Goldfrapp"""
"http://dbpedia.org/resource/Harmonia_(band);""Harmonia (band)"""
"http://dbpedia.org/resource/Hoodoo_Gurus;""Hoodoo Gurus"""
"http://dbpedia.org/resource/Liars_(band);""Liars (band)"""
"http://dbpedia.org/resource/Rare_Earth_(band);""Rare Earth (band)"""
"http://dbpedia.org/resource/Shivaree_(band);""Shivaree (band)"""
"http://dbpedia.org/resource/The_J._Geils_Band;""The J. Geils Band"""
"http://dbpedia.org/resource/Curve_(band);""Curve (band)"""
"http://dbpedia.org/resource/JonnyX_and_the_Groadies;""JonnyX and the Groadies"""
"http://dbpedia.org/resource/Galaxie_500;""Galaxie 500"""
"http://dbpedia.org/resource/Nocturnal_Rites;""Nocturnal Rites"""
"http://dbpedia.org/resource/Fireworks_(punk_band);""Fireworks (punk band)"""
"http://dbpedia.org/resource/Count_Basie_Orchestra;""Count Basie Orchestra"""
"http://dbpedia.org/resource/Epik_High;""Epik High"""
"http://dbpedia.org/resource/The_National_(band);""The National (band)"""
"http://dbpedia.org/resource/The_Crimson_Armada;""The Crimson Armada"""
"http://dbpedia.org/resource/Almah_(band);""Almah (band)"""
"http://dbpedia.org/resource/U-KISS;""U-KISS"""
"http://dbpedia.org/resource/The_Field_Mice;""The Field Mice"""
"http://dbpedia.org/resource/The_Cinematic_Orchestra;""The Cinematic Orchestra"""
"http://dbpedia.org/resource/Boney_M.;""Boney M."""
"http://dbpedia.org/resource/Roxy_Music;""Roxy Music"""
"http://dbpedia.org/resource/Groove_Armada;""Groove Armada"""
"http://dbpedia.org/resource/The_Awakening_(band);""The Awakening (band)"""
"http://dbpedia.org/resource/Tedeschi_Trucks_Band;""Tedeschi Trucks Band"""
"http://dbpedia.org/resource/Smack_(Finnish_band);""Smack (Finnish band)"""
"http://dbpedia.org/resource/Forma_Tadre;""Forma Tadre"""
"http://dbpedia.org/resource/All_(band);""All (band)"""
"http://dbpedia.org/resource/Sun_(R&B_band);""Sun (R&B band)"""
"http://dbpedia.org/resource/Cannibal_Corpse;""Cannibal Corpse"""
"http://dbpedia.org/resource/In_Mourning_(band);""In Mourning (band)"""
"http://dbpedia.org/resource/Atomic_Kitten;""Atomic Kitten"""
"http://dbpedia.org/resource/Incubus_(band);""Incubus (band)"""
"http://dbpedia.org/resource/Massacre_(experimental_band);""Massacre (experimental band)"""
"http://dbpedia.org/resource/Terror_(band);""Terror (band)"""
"http://dbpedia.org/resource/Badfinger;""Badfinger"""
"http://dbpedia.org/resource/Glay;""Glay"""
"http://dbpedia.org/resource/Paradise_Lost_(band);""Paradise Lost (band)"""
"http://dbpedia.org/resource/Steel_Pulse;""Steel Pulse"""
"http://dbpedia.org/resource/The_Human_League;""The Human League"""
"http://dbpedia.org/resource/Voivod_(band);""Voivod (band)"""
"http://dbpedia.org/resource/Yo_La_Tengo;""Yo La Tengo"""
"http://dbpedia.org/resource/Amebix;""Amebix"""
"http://dbpedia.org/resource/The_Lettermen;""The Lettermen"""
"http://dbpedia.org/resource/SleepResearch_Facility;""SleepResearch Facility"""
"http://dbpedia.org/resource/A_Balladeer;""A Balladeer"""
"http://dbpedia.org/resource/Cirith_Ungol_(band);""Cirith Ungol (band)"""
"http://dbpedia.org/resource/Keep_of_Kalessin;""Keep of Kalessin"""
"http://dbpedia.org/resource/Primal_Fear_(band);""Primal Fear (band)"""
"http://dbpedia.org/resource/Rhino_Bucket;""Rhino Bucket"""
"http://dbpedia.org/resource/Wire_(band);""Wire (band)"""
"http://dbpedia.org/resource/Il_Volo;""Il Volo"""
"http://dbpedia.org/resource/Clue_to_Kalo;""Clue to Kalo"""
"http://dbpedia.org/resource/Contrived;""Contrived"""
"http://dbpedia.org/resource/Jets_Overhead;""Jets Overhead"""
"http://dbpedia.org/resource/Kotiteollisuus;""Kotiteollisuus"""
"http://dbpedia.org/resource/Locomotiv_GT;""Locomotiv GT"""
"http://dbpedia.org/resource/Doctor_and_the_Medics;""Doctor and the Medics"""
"http://dbpedia.org/resource/Nosound;""Nosound"""
"http://dbpedia.org/resource/Carcass_(band);""Carcass (band)"""
"http://dbpedia.org/resource/Aventura_(band);""Aventura (band)"""
"http://dbpedia.org/resource/Clannad;""Clannad"""
"http://dbpedia.org/resource/Faith_No_More;""Faith No More"""
"http://dbpedia.org/resource/Poison_the_Well_(band);""Poison the Well (band)"""
"http://dbpedia.org/resource/Procol_Harum;""Procol Harum"""
"http://dbpedia.org/resource/Six_Feet_Under_(band);""Six Feet Under (band)"""
"http://dbpedia.org/resource/The_Fibonaccis;""The Fibonaccis"""
"http://dbpedia.org/resource/The_Jesus_and_Mary_Chain;""The Jesus and Mary Chain"""
"http://dbpedia.org/resource/Alcazar_(band);""Alcazar (band)"""
"http://dbpedia.org/resource/Osibisa;""Osibisa"""
"http://dbpedia.org/resource/Carbon_Based_Lifeforms;""Carbon Based Lifeforms"""
"http://dbpedia.org/resource/Band_of_Susans;""Band of Susans"""
"http://dbpedia.org/resource/Scarve;""Scarve"""
"http://dbpedia.org/resource/Reincidentes;""Reincidentes"""
"http://dbpedia.org/resource/Boozoo_Bajou;""Boozoo Bajou"""
"http://dbpedia.org/resource/Crucified_Barbara;""Crucified Barbara"""
"http://dbpedia.org/resource/Fools_Garden;""Fools Garden"""
"http://dbpedia.org/resource/Suicide_Silence;""Suicide Silence"""
"http://dbpedia.org/resource/Tabitha's_Secret;""Tabitha's Secret"""
"http://dbpedia.org/resource/Sea_of_Treachery;""Sea of Treachery"""
"http://dbpedia.org/resource/The_Fratellis;""The Fratellis"""
"http://dbpedia.org/resource/Left_Spine_Down;""Left Spine Down"""
"http://dbpedia.org/resource/Queensrÿche;""Queensrÿche"""
"http://dbpedia.org/resource/Xiu_Xiu;""Xiu Xiu"""
"http://dbpedia.org/resource/Rojo_(band);""Rojo (band)"""
"http://dbpedia.org/resource/The_Holidays;""The Holidays"""
"http://dbpedia.org/resource/Super_Junior-M;""Super Junior-M"""
"http://dbpedia.org/resource/Devil_Sold_His_Soul;""Devil Sold His Soul"""
"http://dbpedia.org/resource/Push_Play;""Push Play"""
"http://dbpedia.org/resource/Teen_Top;""Teen Top"""
"http://dbpedia.org/resource/Brainstorm_(Latvian_band);""Brainstorm (Latvian band)"""
"http://dbpedia.org/resource/Death_Before_Dishonor_(band);""Death Before Dishonor (band)"""
"http://dbpedia.org/resource/Il_Divo;""Il Divo"""
